stationID,latitude,longitude,facilityCarWashing,facilityRepair,facilityStore,facilityToilet,hasPremium,categoryStation,categoryRoad,roadToNorth,seqStation,typeOilSupply,noOiler,timeOpening,timeClosing,name,description,tel,fax,address,serviceAdded,poll,gas,diesel,lpg,premium,datetime
3436,1790759,1078836,1,1,0,0,1,0,0,0,0,0,0,360,1440,공단,공단내 공단본부 구미소방서 옆에 위치,054-463-3335,,경상북도 구미시 공단동 208,,2,1402,1097,0,1595,2020-07-07 00:00:00
3442,1788815,1084948,1,0,1,0,0,0,0,0,0,0,0,360,1440,구평유봉,인동에서 천평방향으로 인동끝나는 지점 부영아파트 앞에 위치,054-471-1434,,경상북도 구미시 구평동 385-6,자동세차,2,1355,1155,0,0,2020-07-07 00:00:00
3444,1792887,1082454,1,1,0,0,0,2,167,1,20,1,0,360,1440,구포,인동 사거리에서 옥계 방향으로 성원 아파트 옆에 위치,054-475-0506,,경상북도 구미시 구포동 676-1,블루큐무료세차서비스,3,1359,1165,0,0,2020-07-07 00:00:00
3451,1793675,1074215,0,0,0,0,0,0,0,0,0,1,0,360,1380,도량,원호리사거리에서파크맨션아파트방향삼거리내에위치,054-442-3428,,경상북도 구미시 도량동 264-1,net/자동세차,1,1338,1138,0,0,2020-07-07 00:00:00
3452,1794673,1074775,1,0,0,0,0,0,0,0,0,1,0,360,1440,구미햇살,구미고교에서도량동방향5분거리우측옥스퍼드입시학원신갈할인마트옆에위치,054-451-0909,,경상북도 구미시 도량동 678-3,,4,1314,1114,0,0,2020-07-07 00:00:00
3454,1791780,1078984,1,0,0,0,0,0,0,0,0,1,0,360,1440,뉴한국관광,공단동사무소에서LG전자방향500미터사거리코너금오정비변전소지나서우측에위치,054-461-8091,,경상북도 구미시 비산동 342-6,,2,1305,1135,0,0,2020-07-07 00:00:00
3455,1791770,1079499,1,0,1,0,0,0,0,0,0,0,0,360,1380,산호대교,현대정비공장입구사거리조금못가서있습니다,054-464-0090,,경상북도 구미시 비산동 144-1,net,1,1339,1129,0,0,2020-07-07 00:00:00
3457,1789384,1077683,0,0,0,0,0,0,0,0,0,0,0,360,1440,승우,제한주식회사옆에위치,054-463-5574,,경상북도 구미시 사곡동 258-2,,1,1335,1135,0,0,2020-07-06 00:00:00
3463,1805072,1072178,0,0,0,0,0,2,133,1,10,0,0,360,1440,선산,선산터미널맞은편,054-481-2652,,경상북도 구미시 선산읍 동부리 312-1,,2,-1,-1,-1,-1,0
3465,1809098,1073977,0,0,0,0,0,2,159,1,50,0,0,360,1440,삼거리,선산읍에서향주방향으로2km지점생곡삼거리에위치,054-481-6000,,경상북도 구미시 선산읍 생곡리 761-7,,3,1365,1165,0,0,2020-07-07 00:00:00
3467,1804415,1071157,0,0,0,0,0,2,159,1,60,0,3,360,1440,서부,선산읍내에서김천방향으로3km지점에위치,054-482-2428,,경상북도 구미시 선산읍 이문리 539-13,,3,1390,1180,0,0,2020-07-07 00:00:00
3468,1805522,1069050,0,0,0,0,0,0,0,0,0,0,0,360,1440,혜성,선산IC입구,054-482-2101,,경상북도 구미시 선산읍 죽장리 996-1,net,1,1395,1175,0,0,2020-07-07 00:00:00
3469,1791379,1075653,1,1,0,0,0,0,0,0,0,0,0,360,1440,SK모범,형곡사거리에서시청방향으로50m우측에위치,054-456-0134,,경상북도 구미시 송정동 462,자동세차,1,1378,1178,0,0,2020-07-07 00:00:00
3472,1791825,1076792,1,0,0,0,0,0,0,0,0,0,0,360,1440,투디,오성예식장에서톨게이트방향으로100m우측에위치,054-458-4720,,경상북도 구미시 송정동 443-8,화물차우대주유소,4,1359,1159,0,0,2020-07-07 00:00:00
3473,1789235,1087422,1,0,0,0,0,0,0,0,0,1,0,360,1440,구미고속,구미인동가산방향구평대우아파트옆,054-472-5100,,경상북도 구미시 신동 180-1,net/자동세차,1,1295,1080,0,0,2020-07-07 00:00:00
3483,1792358,1075523,1,0,0,0,0,0,0,0,0,0,0,360,1440,구미,금호산사거리에서공단방면200미터우측구미관광호에위치,054-452-9123,,경상북도 구미시 원평동 535-10,자동세차,2,1401,1190,0,0,2020-07-07 00:00:00
3484,1792448,1077206,1,1,0,0,0,2,133,1,100,1,0,360,1440,신원셀프,금호공업대학교에서33번국도선산방향600m정도우측에위치,054-461-5160,,경상북도 구미시 원평동 560-1,net/자동세차,1,1299,1142,0,0,2020-07-07 00:00:00
3485,1792465,1075121,0,0,0,0,0,0,0,0,0,1,0,360,1440,원남,금오산사거리에원남새마을금고옆에위치,054-458-1114,,경상북도 구미시 원평동 446-3,자동세차,4,1325,1125,0,0,2020-07-07 00:00:00
3487,1790832,1083195,0,1,0,0,0,0,0,0,0,0,0,360,1440,문화,수출탑에서좌회전공단방향낙동대교지나5km좌측에위치,054-473-8851,,경상북도 구미시 인의동 344-23,,1,1335,1135,0,0,2020-07-07 00:00:00
3488,1790918,1083201,1,0,0,0,0,0,0,0,0,1,0,360,1440,부경셀프,황산동주공아파트입구에위치,054-472-0117,,경상북도 구미시 인의동 286-7,블루큐무료세차서비스,3,-1,-1,-1,-1,0
3492,1796322,1087756,0,0,0,0,0,0,0,0,0,0,0,360,1260,문수,장천에서산동방향으로3km지점에위치,054-471-3281,,경상북도 구미시 장천면 상림리 1310,,3,1349,1149,0,0,2020-07-06 00:00:00
3493,1793017,1089414,0,0,0,0,0,0,0,0,0,0,0,360,1440,장천,장천초등학교앞,054-471-5613,,경상북도 구미시 장천면 하장리 507-1,,6,1358,1139,0,0,2020-07-06 00:00:00
3494,1792557,1076925,1,0,0,0,0,2,133,1,100,1,0,360,1440,대평,도량교사거리에서신평동방향1000미터우측신평교건너기전에위치,054-458-0051,,경상북도 구미시 지산동 712-2,자동세차,4,1335,1135,0,0,2020-07-07 00:00:00
3495,1793167,1075960,1,0,0,0,0,2,133,1,85,0,0,360,1440,지산,목화예식장사거리에서선산방향으로500m좌측에위치,054-455-3377,,경상북도 구미시 지산동 579,자동세차,1,1345,1145,0,0,2020-07-07 00:00:00
3505,1792953,1112729,0,0,0,0,0,2,128,1,140,0,0,360,1440,화수,우보농협에서다리건너서화수리도로변에위치,054-383-5122,,경상북도 군위군 고로면 화수리 939-1,화물차우대주유소,4,1345,1149,0,0,2020-07-07 00:00:00
3506,1801085,1095604,0,0,0,0,0,2,105,1,432,0,0,360,1440,세교,군위인테체인지앞에위치,054-382-8508,,경상북도 군위군 군위읍 금구리 877-6,화물차우대주유소,4,1349,1149,0,0,2020-07-07 00:00:00
3511,1808237,1096530,0,0,0,0,0,1,7,1,60,0,0,0,1440,군위(부산방향),중앙고속도로군위하휴게소,054-383-6116,,경상북도 군위군 군위읍 오곡리 413,,5,1308,1108,0,0,2020-07-07 00:00:00
3517,1784023,1102916,0,0,0,0,0,0,0,0,0,0,0,360,1320,남산,석굴암건너편에위치,054-382-9874,,경상북도 군위군 부계면 남산리 317-5,,3,-1,-1,-1,-1,0
3521,1806943,1087786,0,0,0,0,1,0,0,0,0,0,0,360,1440,군위농협 소보지소,소보면사무소에서군위방향으로150m지점좌측에위치,054-383-1710,,경상북도 군위군 소보면 송원리 689-5,,18,1320,1120,0,0,2020-07-06 00:00:00
3522,1800352,1104607,0,0,0,0,0,0,0,0,0,0,0,360,1440,우보,우보농협건너편에위치,054-382-2244,,경상북도 군위군 우보면 이화리 1301-3,,4,1345,1145,0,0,2020-07-06 00:00:00
3525,1797526,1111886,0,0,0,0,0,2,128,1,170,0,0,360,1320,군위연계,의흥면사무소에서신령방향으로6km지점좌측에위치,054-382-5568,,경상북도 군위군 의흥면 연계리 1149-1,,3,1345,1125,0,0,2020-07-06 00:00:00
3530,1799288,1099913,0,0,0,0,0,0,0,0,0,0,0,360,1440,오천,효령면사무소에서보방향으로1점5km지점좌측에 위치,054-382-7701,,경상북도 군위군 효령면 오천리 89,,3,1339,1139,0,0,2020-07-07 00:00:00
3531,1795729,1097760,0,0,0,0,0,2,105,1,360,0,0,360,1440,중부,효령면 소재지입구에 위치,054-382-8500,,경상북도 군위군 효령면 중구리 137-6,화물차우대주유소,4,1339,1139,0,0,2020-07-07 00:00:00
3532,1802137,1061344,0,0,0,0,0,0,0,0,0,0,0,360,1440,감문,감문중학교에서김천방향으로500m우측에위치,054-430-5160,,경상북도 김천시 감문면 보광리 450-1,자동세차,2,1339,1139,0,0,2020-07-06 00:00:00
3533,1799571,1065567,0,0,0,0,0,2,159,1,70,0,0,360,1380,감포,김천에서 성산 중간지점에 위치,054-433-3384,,경상북도 김천시 감문면 태촌리 567,net,1,1360,1165,0,0,2020-07-07 00:00:00
3538,1795415,1058506,0,0,0,0,0,0,0,0,0,0,0,360,1440,모광,유한킴벌리공장입구,054-431-1329,,경상북도 김천시 개령면 신룡리 758-2,,3,1369,1169,0,0,2020-07-06 00:00:00
3543,1788329,1066875,0,0,0,0,0,2,104,1,360,0,0,360,1440,송곡,양목에서진천중간지점국도4호선,054-437-8322,,경상북도 김천시 남면 송곡리 228,,4,1349,1149,0,0,2020-07-07 00:00:00
3544,1793309,1061463,1,1,0,0,0,0,0,0,0,0,0,360,1440,남면,김천시내에서대구방향무실삼거리에서구미방향으로3km지점에위치,054-436-8951,,경상북도 김천시 남면 초곡리 781-1,,3,1349,1149,0,0,2020-07-07 00:00:00
3549,1772898,1045397,0,0,0,0,0,2,103,1,223,0,0,360,1440,삼덕,대덕거창방향,054-434-1984,,경상북도 김천시 대덕면 가례리 791-2,화물차우대주유소,4,1375,1175,0,0,2020-07-06 00:00:00
3550,1769338,1042536,0,1,0,0,0,2,103,1,220,0,0,360,1440,대덕,김천거창중간지점30호선국도변거창김천에서30킬로미터지점,054-435-1201,,경상북도 김천시 대덕면 관기리 177-14,,2,1379,1179,0,0,2020-07-07 00:00:00
3555,1791471,1059190,0,0,0,0,0,0,0,0,0,0,0,420,1320,유래,구미삼거리에서구미방향으로200m지점에위치,054-439-9900,,경상북도 김천시 덕곡동 691-1,블루큐무료세차서비스,3,1399,1199,0,0,2020-07-06 00:00:00
3560,1793064,1048698,0,1,0,0,0,2,104,1,600,0,0,360,1440,덕천,4번국도김천역에서추풍령방향8000미터우측직지사입구에위치,054-436-4777,,경상북도 김천시 봉산면 덕천리 138-1,,2,1395,1195,0,0,2020-07-07 00:00:00
3561,1793474,1047647,1,0,0,0,0,2,104,1,300,0,0,360,1320,직지,김천직지사검문소에서4번국도200m대전방향으로좌측에위치,054-436-6769,,경상북도 김천시 봉산면 덕천리 724-2,화물차우대주유소/셀프세차,4,1339,1139,0,0,2020-07-06 00:00:00
3562,1798263,1046094,0,0,0,0,0,0,0,0,0,0,0,360,1440,봉산,,054-433-5376,,경상북도 김천시 봉산면 신암리 432-4,,2,1345,1145,0,0,2020-07-07 00:00:00
3564,1792495,1054113,1,0,0,0,0,0,0,0,0,0,0,360,1440,김천고속,전화국에서김천톨게이트방향으로100m정도좌측에위치,054-434-3933,,경상북도 김천시 부곡동 415-1,net/자동세차,1,1365,1169,0,0,2020-07-07 00:00:00
3571,1793907,1055641,0,0,0,0,0,2,103,1,240,0,0,360,1440,중앙,신음동현대자동차학원옆,054-430-0106,,경상북도 김천시 신음동 499-3,net,1,1339,1159,0,0,2020-07-07 00:00:00
3578,1789289,1055625,0,0,0,0,0,2,103,1,232,0,0,360,1350,금천,양천 농협 지소 건너편에 위치,054-434-8404,,경상북도 김천시 양천동 428-2,,4,-1,-1,-1,-1,0
3579,1789949,1055791,0,0,0,0,0,2,103,1,357,0,0,360,1440,황금,중앙 고등학교 에서 시내 방향으로 500m 정도 우측에 위치,054-434-3266,,경상북도 김천시 양천동 561-4,,1,1359,1159,0,0,2020-07-07 00:00:00
3581,1799338,1055104,0,0,0,0,0,2,103,1,335,0,0,360,1440,아천,김천에서상주방향으로8km에있는어모면사무소에서상주방향으로1km지점에위치,054-430-2993,,경상북도 김천시 어모면 동좌리 230-4,,4,1339,1120,0,0,2020-07-07 00:00:00
3583,1767077,1049162,0,0,0,0,0,2,130,1,100,0,0,360,1440,증산,유성면소재지에서대구방향으로500m좌측에위치,054-437-5799,,경상북도 김천시 증산면 유성리 195-1,,4,1399,1199,0,0,2020-07-06 00:00:00
3584,1776046,1047451,0,0,0,0,0,2,103,1,370,0,0,360,1440,태광,김천시내에서거창방면으로3번국도24km우측지례면사무소에서거창방면으로500m우측에위치,054-434-9800,,경상북도 김천시 지례면 상부리 429-1,,1,1399,1199,0,0,2020-07-07 00:00:00
3586,1791452,1057704,0,0,0,0,0,2,104,1,575,0,0,420,1260,동부,김천소방서에서대구방향으로100m정도좌측에위치,054-436-0222,,경상북도 김천시 지좌동 502-1,net,1,-1,-1,-1,-1,0
3595,1854853,1055849,0,0,0,0,0,2,103,1,280,0,0,360,1440,마성,문경새재에서상주방향으로국도3호선10킬로미터지점,054-571-1356,,경상북도 문경시 마성면 오천리 434-2,net,1,1355,1155,0,0,2020-07-06 00:00:00
3598,1843921,1061177,1,0,0,0,0,0,0,0,0,0,0,360,1440,매봉,모전초등학교150m시민운동장방향으로좌측에위치,054-553-3400,,경상북도 문경시 모전동 636-2,net/자동세차,1,1365,1165,0,0,2020-07-07 00:00:00
3599,1860379,1052152,0,0,0,0,0,2,103,1,304,1,0,360,1440,새재,문경진행방향으로이화령터널지나서바로옆,054-571-5153,,경상북도 문경시 문경읍 진안리 141-2,,2,1345,1145,0,0,2020-07-07 00:00:00
3601,1859580,1054283,0,0,1,0,1,0,0,1,7,1,0,360,1440,중앙,읍소재내문경온천에서이화령방향200미터우측삼거리에위치,054-571-5151,,경상북도 문경시 문경읍 하리 200-1,자동세차,2,1345,1145,0,0,2020-07-03 00:00:00
3607,1846203,1065638,0,0,1,0,0,2,134,1,180,0,4,360,1440,금강,산양농공단지에서주산리방향으로100m정도건너편에위치,054-553-0051,,경상북도 문경시 산양면 진정리 388-1,net,1,1329,1129,0,0,2020-07-02 00:00:00
3608,1846164,1066168,0,0,0,0,0,2,134,1,170,0,4,360,1380,붕붕,예천방향으로점촌에서3km좌측에위치,054-554-1007,,경상북도 문경시 산양면 진정리 452-4,,4,1349,1149,0,0,2020-07-07 00:00:00
3609,1849441,1060239,0,0,0,0,0,0,0,0,0,0,0,360,1440,경동,쌍용양해공장정문건너편에위치,054-552-9393,,경상북도 문경시 신기동 924-34,,4,1359,1159,0,0,2020-07-07 00:00:00
3612,1844133,1062472,0,0,0,0,0,0,0,0,0,0,0,360,1440,성일,중앙시장점촌초교에서북쪽으로300미터우측에위치,054-555-2354,,경상북도 문경시 점촌동 278-3,,2,1365,1165,0,0,2020-07-07 00:00:00
3613,1849840,1061133,0,0,0,0,0,2,134,1,190,0,4,360,1440,강변,문경대학교에서신기공단사이신기공단건너편에위치,054-553-9950,,경상북도 문경시 호계면 별암리 343-2,,1,1359,1159,0,0,2020-07-06 00:00:00
3615,1874223,1124120,0,0,0,0,0,2,135,1,95,0,0,360,1260,명호,명호면소재지에서봉화방면으로200m좌측에위치,054-673-6886,,경상북도 봉화군 명호면 도천리 298-3,,4,1359,1159,0,0,2020-07-07 00:00:00
3616,1887208,1109978,0,0,0,0,0,0,0,0,0,0,0,360,1440,물야농업협동조합,물야농협옆에위치,054-674-2184,,경상북도 봉화군 물야면 오록리 431-2,,18,1320,1120,0,0,2020-07-06 00:00:00
3625,1877975,1110439,0,0,0,0,0,0,0,0,0,0,0,360,1440,한일,봉화고등학교건너편에위치,054-673-2103,,경상북도 봉화군 봉화읍 내성리 352-11,,1,1350,1150,0,0,2020-07-07 00:00:00
3626,1877821,1108804,0,0,0,0,0,0,0,0,0,0,0,360,1440,봉화,봉화역에서영주방향으로100m자동차학원건너편에위치,054-673-7337,,경상북도 봉화군 봉화읍 해저리 148-6,net,1,1345,1145,0,0,2020-07-07 00:00:00
3627,1870672,1111801,1,1,1,0,0,0,0,0,0,0,0,360,1440,상운농협,915번지방도상운면소재지내면사무소에서안동방향500미터좌측에위치,054-672-2508,,경상북도 봉화군 상운면 운계리 789-1,,18,1320,1120,0,0,2020-07-07 00:00:00
3633,1883536,1133683,1,1,1,0,0,2,136,1,18,1,0,360,1440,현동,36번국도봉화에서태백울진방향노루재넘어삼거리중앙에위치,054-672-7557,,경상북도 봉화군 소천면 현동리 693-1,셀프세차,2,1317,1107,0,0,2020-07-07 00:00:00
3634,1870534,1130734,0,0,0,0,0,0,0,0,0,0,0,360,1440,재산농협,918번지방도재산면소재에서봉화방향1000미터좌측에위치,054-673-8382,,경상북도 봉화군 재산면 현동리 599-10,,18,1320,1120,0,0,2020-07-06 00:00:00
3636,1881391,1126647,0,0,0,0,0,2,136,1,500,1,0,360,1440,춘양농협,춘향삼거리,054-672-3395,,경상북도 봉화군 춘양면 소로리 636-5,,18,1320,1130,0,0,2020-07-07 00:00:00
3637,1882735,1125816,0,0,0,0,0,0,0,0,0,0,0,360,1440,춘양,춘향농협앞에위치,054-672-3355,,경상북도 봉화군 춘양면 의양리 427-5,,1,1340,1140,0,0,2020-07-07 00:00:00
3638,1825854,1060318,1,0,0,0,0,0,0,0,0,0,0,360,1440,아리랑,우방아파트에서계룡교건너서사벌방향다리건너서바로위치함,054-535-8100,,경상북도 상주시 계산동 189-6,net/자동세차,1,1359,1159,0,0,2020-07-06 00:00:00
3640,1809707,1053261,0,0,0,0,0,0,0,0,0,0,0,360,1440,옥산,공성면사무소맞은편,054-532-4010,,경상북도 상주시 공성면 산현리 856-9,,2,1390,1190,0,0,2020-07-07 00:00:00
3641,1808603,1052720,0,0,0,0,0,2,103,1,330,0,0,360,1440,공성농협,김천인터체인지에서상주방향으로20km좌측에위치,054-534-8210,,경상북도 상주시 공성면 이화리 812-1,,18,1310,1110,0,0,2020-07-07 00:00:00
3642,1818401,1071632,0,0,0,0,0,0,0,0,0,0,0,360,1440,낙동,낙당교삼거리,054-532-7523,,경상북도 상주시 낙동면 낙동리 578-1,,1,1399,1199,0,0,2020-07-06 00:00:00
3645,1824020,1058434,0,0,0,0,0,2,103,1,260,0,0,360,1440,낙양,명지 아파트에서 점에 위치촌 방향으로 100m 정도 우측에 위치,054-535-5351,,경상북도 상주시 낙양동 130-2,,1,1399,1199,0,0,2020-07-07 00:00:00
3651,1826088,1059005,1,0,0,0,0,0,0,0,0,0,0,360,1440,제이엠9,상산전자고등학교옆시민운동장못미쳐위치,054-534-1551,,경상북도 상주시 만산동 227-6,net/자동세차,4,1309,1115,0,0,2020-07-07 00:00:00
3653,1816571,1042193,0,0,0,0,0,0,0,0,0,0,0,360,1440,모서,모서터미널에서상주방향석산근방에위치,070-8981-5152,,경상북도 상주시 모서면 도안리 120-4,,3,1350,1150,0,0,2020-07-07 00:00:00
3657,1829122,1059389,0,0,0,0,0,0,0,1,5,0,0,360,1440,남이,시내에서문경방향으로3km지점에위치,054-533-5199,,경상북도 상주시 부원동 114,,3,1328,1138,0,0,2020-07-07 00:00:00
3659,1829771,1063113,0,0,0,0,0,0,0,0,0,0,0,360,1440,사벌,상주에서안동풍양방면으로사벌면소재지입구에위치,054-531-1123,,경상북도 상주시 사벌면 덕담리 1059-1,화물차우대주유소,4,1308,1138,0,0,2020-07-06 00:00:00
3664,1818013,1052744,0,0,0,0,0,0,0,0,0,0,0,360,1440,남상주농협외남지점,시내에서김천방면으로11Km지점,054-534-9091,,경상북도 상주시 외남면 신상리 529,,18,1310,1110,0,0,2020-07-07 00:00:00
3665,1824751,1062196,1,0,0,0,0,2,125,1,130,0,0,360,1440,상산,외담농공단지에서500m정도상주시시내에서방향좌측에위치,054-532-3800,,경상북도 상주시 외답동 716-3,화물차우대주유소/자동세차,4,1369,1169,0,0,2020-07-07 00:00:00
3666,1840254,1059535,0,0,0,0,0,0,0,0,0,0,0,360,1440,삼거리,읍들어가는입구,054-541-6070,,경상북도 상주시 이안면 소암리 227,,3,1359,1159,0,0,2020-07-07 00:00:00
3669,1819381,1058226,1,0,0,0,0,2,103,1,250,1,0,360,1440,평산,3번국도상주대학김천방향500미터좌측에위치,054-531-1004,,경상북도 상주시 지천동 281,자동세차,2,1359,1159,0,0,2020-07-07 00:00:00
3673,1841439,1060525,0,0,0,0,0,0,0,0,0,0,0,420,1260,함창,함창 기차역 앞 사거리내에 위치,054-541-3447,,경상북도 상주시 함창읍 구향리 166-27,,1,1329,1129,0,0,2020-07-06 00:00:00
3674,1842575,1061850,1,0,0,0,1,0,0,1,1,1,0,0,1440,승춘(self),문경시외버스터미널에서함창방향으로3분거리,054-553-0845,,경상북도 상주시 함창읍 윤직리 622-8,화물차우대주유소/자동세차,4,1349,1149,0,1589,2020-07-07 00:00:00
3675,1842096,1061444,0,0,1,0,0,0,0,1,2,0,0,360,1440,신광,제일 정비 공장 건너편에 위치,054-541-3819,,경상북도 상주시 함창읍 윤직리 709-1,,1,1369,1169,0,0,2020-07-07 00:00:00
3680,1840764,1037349,0,0,0,0,0,0,0,0,0,0,0,420,1290,화북,속리산 문장대 밑 면사무소 옆,054-531-2777,,경상북도 상주시 화북면 용유리 419,,1,1340,1140,0,0,2020-07-06 00:00:00
3681,1843055,1036249,0,0,0,0,0,0,0,0,0,0,0,360,1440,장암,장암리 입구에 위치,054-532-2289,,경상북도 상주시 화북면 장암리 831-4,,1,1340,1140,0,0,2020-07-06 00:00:00
3683,1827724,1041147,0,0,0,0,0,2,125,1,440,0,0,360,1440,평화,백두대간휴게소옆,054-533-0013,,경상북도 상주시 화서면 신봉리 109-1,화물차우대주유소,4,1370,1165,0,0,2020-07-06 00:00:00
3684,1765348,1060401,1,0,0,0,0,2,159,1,105,0,0,360,1380,서부농협,장충 초등학교 건너편에 위치,054-932-4209,,경상북도 성주군 가천면 창천리 424-2,,18,1340,1140,0,0,2020-07-06 00:00:00
3688,1772570,1064591,0,0,0,0,0,0,0,0,0,0,0,360,1440,벽진농업협동조합,벽진 단위농협 옆에 위치,054-932-7195,,경상북도 성주군 벽진면 수촌리 815,,18,1320,1140,0,0,2020-07-06 00:00:00
3689,1767290,1076966,0,0,0,0,0,0,0,0,0,0,0,420,1320,성남,성주다사간 30번국도 면소재지내 파출소옆에 위치,054-933-0544,,경상북도 성주군 선남면 관화리 653-3,,5,-1,-1,-1,-1,0
3690,1765383,1078618,1,0,0,0,0,0,0,0,0,0,0,360,1440,신세기,명인 정보 고등학교에서 대구 방면으로 1km 정도 좌측에 위치,054-933-4468,,경상북도 성주군 선남면 도성리 803-1,자동세차,8,0,0,779,0,2020-07-07 00:00:00
3692,1768770,1074216,0,0,0,0,0,2,130,1,80,0,0,360,1260,현대,선남에서 성주 방향으로 3km 우측에 위치,054-931-7175,,경상북도 성주군 선남면 성원리 303-7,화물차우대주유소,4,1395,1190,0,0,2020-07-07 00:00:00
3696,1773006,1070498,0,1,0,0,0,0,0,0,0,0,0,360,1440,성주제일,성주방향도로,054-931-5103,,경상북도 성주군 성주읍 금산리 183,,3,1345,1145,0,0,2020-07-07 00:00:00
3698,1769302,1071632,0,0,0,0,0,0,0,0,0,0,0,360,1440,영남에너지,성주자동차학원사거리에서대구방향으로80m정도성주정비공장건너편에위치,054-933-3838,,경상북도 성주군 성주읍 성산리 542-5,화물차우대주유소,4,1510,1370,0,0,2019-05-27 00:00:00
3699,1768419,1070733,0,0,0,0,0,0,0,0,0,0,0,360,1440,청기와,성주읍 농공단지 건너편에 위치,054-933-5189,,경상북도 성주군 성주읍 성산리 1532-4,화물차우대주유소,4,1340,1140,0,0,2020-07-07 00:00:00
3701,1757183,1065763,0,0,0,0,0,2,133,1,80,0,0,360,1440,수륜,수륜면사무소에서 고령방향으로 8km 지점에 위치,054-933-5008,,경상북도 성주군 수륜면 계정리 1040-4,,3,1378,1178,0,0,2020-07-06 00:00:00
3705,1775091,1070057,0,1,1,0,0,0,0,0,0,0,0,360,1440,현대오일뱅크공단현대,원항면에서 초전면방향으로 2km 지점 장삼농공단지 옆에 위치,054-931-6051,,경상북도 성주군 월항면 장산리 883-1,,3,1399,1199,0,0,2020-07-07 00:00:00
3710,1838008,1115958,0,0,0,0,0,2,135,1,310,0,0,360,1440,남선,안동대학교맞은편,054-822-6066,,경상북도 안동시 남선면 이천리 738,화물차우대주유소,4,1359,1159,0,0,2020-07-07 00:00:00
3718,1842280,1107346,1,1,0,0,1,2,134,1,130,0,0,360,1440,송현,송현 초등학교에서 시내 방향으로 300m 좌측에 위치,054-853-0440,,경상북도 안동시 송현동 259-5,net/자동세차,1,1359,1169,0,1489,2020-07-07 00:00:00
3719,1842363,1106562,1,0,0,0,0,2,134,1,140,0,0,360,1440,영남,서안동인터체인지에서 안동시내방향으로 8km 지점 청구아파트 앞에 위치,054-855-5555,,경상북도 안동시 송현동 511-4,net/자동세차,1,1359,1159,0,0,2020-07-07 00:00:00
3721,1839801,1108257,0,0,0,0,0,2,105,1,360,0,0,360,1440,금호,안동 대교에서 안동 방향으로 500m 정도 좌측에 위치,054-859-2092,,경상북도 안동시 수상동 820-65,,1,1359,1139,0,0,2020-07-07 00:00:00
3722,1842465,1109053,0,0,0,0,0,2,0,1,350,0,0,360,1440,현대,대원 아파트 입구 에 위치,054-852-2815,,경상북도 안동시 안기동 180-29,,1,1359,1159,0,0,2020-07-07 00:00:00
3726,1852396,1123703,0,0,0,0,0,0,0,0,0,0,0,360,1440,안동와룡농협월곡,예안면 사무소 바로 앞에 위치함,054-822-0005,,경상북도 안동시 예안면 정산리 660-1,,18,1339,1139,0,0,2020-07-07 00:00:00
3727,1845438,1111706,0,0,0,0,0,2,135,1,340,0,0,360,1440,제일,안동시에서 도산서원방향으로 3km 지점에 위치,054-856-3400,,경상북도 안동시 와룡면 서지리 290-1,,3,1315,1125,0,0,2020-07-07 00:00:00
3731,1841183,1111611,0,0,0,0,0,2,134,1,120,0,0,360,1440,낙동강,34번국도청송에서안동시방향용상주공1차아파트지나1000미터우측홈맞은편에위치,054-821-2728,,경상북도 안동시 용상동 1432-2,자동세차/3만원이상충전시1000원,2,1338,1158,0,0,2020-07-07 00:00:00
3734,1840211,1112784,1,0,1,0,0,2,134,1,300,0,0,360,1440,용상,현대아파트건너편에위치,054-821-3940,,경상북도 안동시 용상동 1076-3,net/자동세차,1,1359,1148,0,0,2020-07-07 00:00:00
3738,1844777,1108437,0,0,0,0,0,2,105,1,340,0,0,360,1440,제비원,5번영주에서안동시내방향제비원미륵지나5분거리우측제비원휴게소옆에위치,054 855 4545,,경상북도 안동시 이천동 987,,2,1359,1159,0,0,2020-07-07 00:00:00
3740,1832037,1102310,0,0,0,0,0,0,0,0,0,0,0,360,1440,안동나들목,남안동 IC진입로 1/5킬로미터지점,054-859-0075,,경상북도 안동시 일직면 송리리 114,,1,1378,1178,0,0,2020-07-07 00:00:00
3744,1841984,1130669,0,0,1,0,0,2,134,1,70,0,0,360,1380,양지,임동면사무소에서 진보면방향으로 2km 지점 양지휴게소 옆에 위치,054-822-8944,,경상북도 안동시 임동면 갈전리 592-2,,3,1339,1149,0,0,2020-07-07 00:00:00
3747,1838365,1121988,0,0,0,0,0,2,134,1,80,0,0,360,1440,우리,34번국도 진보에서 안동방향 10킬로미터 우측 임하댐 입구에 위치,054-822-5225,,경상북도 안동시 임하면 천전리 75,,4,1349,1149,0,0,2020-07-07 00:00:00
3748,1840015,1109032,1,0,0,0,0,2,0,1,450,0,0,360,1440,안동,경북 교육과학 연구원 옆에 위치,054-858-6451,,경상북도 안동시 정하동 384-5,net,4,1349,1159,0,0,2020-07-07 00:00:00
3750,1840959,1108595,1,0,0,0,0,0,0,0,0,0,0,360,1440,아리랑,태화삼거리에서 낙동강변방향 300미터 좌측 경덕중학교입구 맞은편에 위치,054-841-5151,,경상북도 안동시 태화동 227-2,자동세차,2,1358,1158,0,0,2020-07-07 00:00:00
